,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
61,capella ca,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=1.025017339536362, pvalue=0.30535500615815503)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
62,strawberry d,"RanksumsResult(statistic=-1.2644374480412057, pvalue=0.20607305893054273)","RanksumsResult(statistic=-0.56862275769900372, pvalue=0.56961217724438007)","RanksumsResult(statistic=-1.1484683329841721, pvalue=0.25077527853035997)","RanksumsResult(statistic=-1.414075015856733, pvalue=0.15733987794586723)","RanksumsResult(statistic=-0.97638512999631566, pvalue=0.32887364757000936)","RanksumsResult(statistic=1.0287582787317502, pvalue=0.30359327648634804)"
63,e lemonade,"RanksumsResult(statistic=-0.53869524413589831, pvalue=0.59009715585681888)","RanksumsResult(statistic=-0.68833281195142559, pvalue=0.49124322353298788)","RanksumsResult(statistic=-0.59480933206672104, pvalue=0.55197092889704802)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=0.80430192700845926, pvalue=0.42122262504789709)","RanksumsResult(statistic=-0.75192877827302462, pvalue=0.45209389061090688)"
64,bubble,"RanksumsResult(statistic=-1.1896186641334421, pvalue=0.23419630668432967)","RanksumsResult(statistic=-1.395370319879792, pvalue=0.16290419670477552)","RanksumsResult(statistic=-1.2981059007996993, pvalue=0.19425094691022471)","RanksumsResult(statistic=1.5150803741322139, pvalue=0.12975205113002819)","RanksumsResult(statistic=1.0137945219501974, pvalue=0.31068080979278945)","RanksumsResult(statistic=-0.96142137321476284, pvalue=0.33634034196184082)"
65,tfa blueberry extra,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
66,french vanilla,"RanksumsResult(statistic=-1.0923542450533492, pvalue=0.27467742592605038)","RanksumsResult(statistic=-1.047462974708691, pvalue=0.29488610010591298)","RanksumsResult(statistic=-1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=-1.2644374480412057, pvalue=0.20607305893054273)","RanksumsResult(statistic=-0.2730885612633373, pvalue=0.78478513944574224)","RanksumsResult(statistic=0.32546170999877189, pvalue=0.74483165748203339)"
67,maraschino cherry,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
68,yellow e,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)"
69,mocha,"RanksumsResult(statistic=-0.72948314310069562, pvalue=0.46570617546751136)","RanksumsResult(statistic=-0.68833281195142559, pvalue=0.49124322353298788)","RanksumsResult(statistic=-0.7145193863191428, pvalue=0.47490607285745579)","RanksumsResult(statistic=-0.78933817022690644, pvalue=0.42991438295040496)","RanksumsResult(statistic=0.086041601493928199, pvalue=0.93143334661845922)","RanksumsResult(statistic=-0.033668452758493644, pvalue=0.9731415357549269)"
70,raspberry g,"RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.23567916930945548, pvalue=0.81368163510092351)","RanksumsResult(statistic=-0.66962811597448468, pvalue=0.5030948862218998)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
71,cheesecake,"RanksumsResult(statistic=-1.5300441309137667, pvalue=0.1260058057667483)","RanksumsResult(statistic=-1.3355152927535812, pvalue=0.18170775347894863)","RanksumsResult(statistic=-1.500116617350661, pvalue=0.13358419718197198)","RanksumsResult(statistic=-1.6048629148215303, pvalue=0.1085239764994905)","RanksumsResult(statistic=-0.81926568379001197, pvalue=0.41263484682809681)","RanksumsResult(statistic=0.87163883252544649, pvalue=0.38340543905197044)"
72,ethyl maltol,"RanksumsResult(statistic=-0.94645761643321014, pvalue=0.34391523014910685)","RanksumsResult(statistic=-1.2719193264319819, pvalue=0.20340178432886236)","RanksumsResult(statistic=-1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.4664481645921674, pvalue=0.14252623296688105)","RanksumsResult(statistic=1.1484683329841721, pvalue=0.25077527853035997)","RanksumsResult(statistic=-1.0960951842487374, pvalue=0.27303712190883933)"
73,cream,"RanksumsResult(statistic=-1.5524897660860957, pvalue=0.1205450795463556)","RanksumsResult(statistic=-1.5599716444768721, pvalue=0.11876658216161717)","RanksumsResult(statistic=-1.5450078876953193, pvalue=0.12234435548445909)","RanksumsResult(statistic=-1.5300441309137667, pvalue=0.1260058057667483)","RanksumsResult(statistic=0.13093287183858637, pvalue=0.89582841055195961)","RanksumsResult(statistic=-0.078559723103151832, pvalue=0.93738282478990242)"
74,jamaican rum,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
75,strawberry ripe,"RanksumsResult(statistic=-1.1222817586164546, pvalue=0.2617426595940936)","RanksumsResult(statistic=-0.87163883252544649, pvalue=0.38340543905197044)","RanksumsResult(statistic=-1.066167670685632, pvalue=0.28634785366708881)","RanksumsResult(statistic=-1.3130696575812519, pvalue=0.18915947707140957)","RanksumsResult(statistic=-0.57236369689439193, pvalue=0.56707560491132758)","RanksumsResult(statistic=0.62473684562982645, pvalue=0.53214378628543746)"
76,after dark,"RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=-0.2132335341371264, pvalue=0.83114481322757794)","RanksumsResult(statistic=-0.59106839287133284, pvalue=0.55447459656409714)","RanksumsResult(statistic=-0.28805231804489007, pvalue=0.77330669099884841)","RanksumsResult(statistic=0.34042546678032459, pvalue=0.73353614300356773)"
77,waffle,"RanksumsResult(statistic=-1.6347904283846357, pvalue=0.1020929879706214)","RanksumsResult(statistic=-1.5674535228676485, pvalue=0.11700872177825403)","RanksumsResult(statistic=-1.6048629148215303, pvalue=0.1085239764994905)","RanksumsResult(statistic=-1.6871635771200704, pvalue=0.091571902846268177)","RanksumsResult(statistic=-0.53495430494051011, pvalue=0.59268145543407269)","RanksumsResult(statistic=0.58732745367594463, pvalue=0.55698380633670119)"
78,graham cracker clear,"RanksumsResult(statistic=0.082300662298540009, pvalue=0.93440762777074593)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=0.0, pvalue=1.0)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
79,apple candy,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.354219988730522, pvalue=0.17566620370518371)","RanksumsResult(statistic=-1.3018468399950875, pvalue=0.19296874804245834)"
80,fuji apple,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=0.0, pvalue=1.0)","RanksumsResult(statistic=1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=1.414075015856733, pvalue=0.15733987794586723)","RanksumsResult(statistic=-1.3617018671212984, pvalue=0.17329199178962273)"
81,yellow cupcake,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
82,ccls,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
83,blueberry lemonade,"RanksumsResult(statistic=-1.3654428063166866, pvalue=0.17211391756605376)","RanksumsResult(statistic=-1.129763637007231, pvalue=0.25857583431600362)","RanksumsResult(statistic=-1.3130696575812519, pvalue=0.18915947707140957)","RanksumsResult(statistic=-1.455225347006003, pvalue=0.14560688592998267)","RanksumsResult(statistic=-0.75192877827302462, pvalue=0.45209389061090688)","RanksumsResult(statistic=0.80430192700845926, pvalue=0.42122262504789709)"
84,cherry blossom,"RanksumsResult(statistic=-0.59480933206672104, pvalue=0.55197092889704802)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=-0.4451717642511937, pvalue=0.65619563015455717)","RanksumsResult(statistic=-0.83797037976695288, pvalue=0.40204733929424685)","RanksumsResult(statistic=-0.35164828436648915, pvalue=0.72510204935901235)","RanksumsResult(statistic=0.40402143310192368, pvalue=0.68619695826566018)"
85,strawberry kiwi,"RanksumsResult(statistic=-0.93149385965165743, pvalue=0.35159815940403749)","RanksumsResult(statistic=-0.77811535264074194, pvalue=0.43650101267393271)","RanksumsResult(statistic=-0.90156634608855191, pvalue=0.36728727511900927)","RanksumsResult(statistic=-1.1447273937887839, pvalue=0.25232210006444322)","RanksumsResult(statistic=-0.30301607482644277, pvalue=0.76187761122720066)","RanksumsResult(statistic=0.35538922356187735, pvalue=0.72229802099666685)"
86,starburst,"RanksumsResult(statistic=-0.69207375114681369, pvalue=0.48889101483377273)","RanksumsResult(statistic=-0.83797037976695288, pvalue=0.40204733929424685)","RanksumsResult(statistic=-0.73696502149147192, pvalue=0.46114362092359007)","RanksumsResult(statistic=0.20201071655096184, pvalue=0.83990834630054756)","RanksumsResult(statistic=0.430208007469641, pvalue=0.66704433766726834)","RanksumsResult(statistic=-0.37783485873420641, pvalue=0.70555327640220333)"
87,white chocolate,"RanksumsResult(statistic=-0.62099590643443825, pvalue=0.53460231658188473)","RanksumsResult(statistic=-1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.92401198126088102, pvalue=0.35548007780242719)","RanksumsResult(statistic=1.4963756781552731, pvalue=0.13455578396544818)","RanksumsResult(statistic=1.3841475022936274, pvalue=0.16631329426198405)","RanksumsResult(statistic=-1.331774353558193, pvalue=0.18293434787543073)"
88,raspberry r,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
89,melon mint,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.455225347006003, pvalue=0.14560688592998267)","RanksumsResult(statistic=-1.4028521982705684, pvalue=0.16066091777098623)"
90,sweet cream cap,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
91,root beer o,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
92,pom,"RanksumsResult(statistic=1.4963756781552731, pvalue=0.13455578396544818)","RanksumsResult(statistic=-0.94271667723782193, pvalue=0.34582584069248989)","RanksumsResult(statistic=-0.56114087930822731, pvalue=0.57470150223502314)","RanksumsResult(statistic=1.436520651029062, pvalue=0.15085424436152989)","RanksumsResult(statistic=1.7170910906831758, pvalue=0.08596252979180842)","RanksumsResult(statistic=-1.6647179419477411, pvalue=0.095969041712535411)"
93,cap vanilla bean ice,"RanksumsResult(statistic=1.4963756781552731, pvalue=0.13455578396544818)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.4851528605691084, pvalue=0.13750333597692976)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
94,reven,"RanksumsResult(statistic=-1.4327797118336738, pvalue=0.15192080103215888)","RanksumsResult(statistic=-1.455225347006003, pvalue=0.14560688592998267)","RanksumsResult(statistic=-1.4477434686152266, pvalue=0.14768880816430549)","RanksumsResult(statistic=-1.414075015856733, pvalue=0.15733987794586723)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=-0.093523479884704566, pvalue=0.92548769718986612)"
95,inw biscuit,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=1.088613305857961, pvalue=0.27632444663861166)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
96,hard candy,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
97,strawberry del,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
98,blue raspberry ca,"RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=0.45639458183735826, pvalue=0.64810626122674853)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=1.066167670685632, pvalue=0.28634785366708881)","RanksumsResult(statistic=-1.0137945219501974, pvalue=0.31068080979278945)"
99,ry double,"RanksumsResult(statistic=-0.87163883252544649, pvalue=0.38340543905197044)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=-0.72200126470991921, pvalue=0.47029369996020698)","RanksumsResult(statistic=-1.1858777249380539, pvalue=0.23567059105807353)","RanksumsResult(statistic=-0.92401198126088102, pvalue=0.35548007780242719)","RanksumsResult(statistic=0.97638512999631566, pvalue=0.32887364757000936)"
100,menthol liquid,"RanksumsResult(statistic=-0.43394894666502914, pvalue=0.66432551492955771)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=-0.2132335341371264, pvalue=0.83114481322757794)","RanksumsResult(statistic=-0.83797037976695288, pvalue=0.40204733929424685)","RanksumsResult(statistic=-0.80056098781307106, pvalue=0.42338584324607176)","RanksumsResult(statistic=0.85293413654850558, pvalue=0.39369582989620699)"
101,coconut diy,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
102,freckled lemonade,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=-0.014963756781552729, pvalue=0.98806109504208051)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
103,raspberry w,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=1.025017339536362, pvalue=0.30535500615815503)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
104,rice pudding,"RanksumsResult(statistic=-0.72948314310069562, pvalue=0.46570617546751136)","RanksumsResult(statistic=0.14589662862013911, pvalue=0.88400299308369534)","RanksumsResult(statistic=-0.56114087930822731, pvalue=0.57470150223502314)","RanksumsResult(statistic=-1.047462974708691, pvalue=0.29488610010591298)","RanksumsResult(statistic=-0.89408446769777561, pvalue=0.37127669906748018)","RanksumsResult(statistic=0.94645761643321014, pvalue=0.34391523014910685)"
105,em sweetener,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
106,yoghurt,"RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=-0.63970060241137916, pvalue=0.52236726374850928)","RanksumsResult(statistic=-0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)"
107,tfa strawberry ripe,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.45639458183735826, pvalue=0.64810626122674853)","RanksumsResult(statistic=0.20201071655096184, pvalue=0.83990834630054756)","RanksumsResult(statistic=0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=-0.11596911505703365, pvalue=0.90767701922008837)"
108,capella blueberry,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.90530728528394011, pvalue=0.36530261792325536)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
109,smooth,"RanksumsResult(statistic=-1.5749354012584247, pvalue=0.11527135618981484)","RanksumsResult(statistic=-1.5824172796492011, pvalue=0.11355434256673921)","RanksumsResult(statistic=-1.5824172796492011, pvalue=0.11355434256673921)","RanksumsResult(statistic=-1.500116617350661, pvalue=0.13358419718197198)","RanksumsResult(statistic=0.2730885612633373, pvalue=0.78478513944574224)","RanksumsResult(statistic=-0.22071541252790275, pvalue=0.82531402994042646)"
110,vanilla bourbon,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=-0.041150331149270004, pvalue=0.9671760501033142)","RanksumsResult(statistic=0.45639458183735826, pvalue=0.64810626122674853)","RanksumsResult(statistic=1.025017339536362, pvalue=0.30535500615815503)","RanksumsResult(statistic=1.414075015856733, pvalue=0.15733987794586723)","RanksumsResult(statistic=-1.3617018671212984, pvalue=0.17329199178962273)"
111,tfa sweet cream,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=-0.23942010850484366, pvalue=0.81077983902055317)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
112,coconut rum,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.74444689988224833, pvalue=0.45660615442323571)","RanksumsResult(statistic=1.1783958465472775, pvalue=0.23863883278535225)","RanksumsResult(statistic=0.44891270344658191, pvalue=0.65349463169896715)","RanksumsResult(statistic=0.61725496723905005, pvalue=0.53706656494215077)","RanksumsResult(statistic=-0.56488181850361552, pvalue=0.57215415106803169)"
113,menthol crystal,"RanksumsResult(statistic=0.22819729091867913, pvalue=0.81949286741905469)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.64344154160676736, pvalue=0.51993763544118443)","RanksumsResult(statistic=-0.41150331149270009, pvalue=0.68070351356478564)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
114,cake yellow,"RanksumsResult(statistic=0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=1.2120642993057711, pvalue=0.22548776832945405)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=-0.23942010850484366, pvalue=0.81077983902055317)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=1.3804065630982394, pvalue=0.16746150055842912)"
115,vanilla bean i,"RanksumsResult(statistic=1.6273085499938593, pvalue=0.10367158292822511)","RanksumsResult(statistic=1.6235676107984711, pvalue=0.10446812273792484)","RanksumsResult(statistic=1.6273085499938593, pvalue=0.10367158292822511)","RanksumsResult(statistic=1.6123447932123065, pvalue=0.10688693106460287)","RanksumsResult(statistic=-0.91653010287010472, pvalue=0.35938892609799222)","RanksumsResult(statistic=0.96890325160553925, pvalue=0.33259346296763359)"
116,toasted almond,"RanksumsResult(statistic=-0.029927513563105457, pvalue=0.97612486302318724)","RanksumsResult(statistic=-0.68833281195142559, pvalue=0.49124322353298788)","RanksumsResult(statistic=-0.42646706827425279, pvalue=0.66976753954715107)","RanksumsResult(statistic=1.3093287183858637, pvalue=0.19042302567323066)","RanksumsResult(statistic=1.3168105967766401, pvalue=0.18790211993777928)","RanksumsResult(statistic=-1.2644374480412057, pvalue=0.20607305893054273)"
117,key lime,"RanksumsResult(statistic=-1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.2307689952827121, pvalue=0.218409274718667)","RanksumsResult(statistic=-1.1933596033288303, pvalue=0.23272856872004333)","RanksumsResult(statistic=-1.2868830832135347, pvalue=0.19813504245887148)","RanksumsResult(statistic=0.052373148735434555, pvalue=0.95823136895051608)","RanksumsResult(statistic=0.0, pvalue=1.0)"
118,blackberry lemonade,"RanksumsResult(statistic=1.0736495490764084, pvalue=0.28297978107257438)","RanksumsResult(statistic=0.41898518988347644, pvalue=0.67522695609041405)","RanksumsResult(statistic=0.85667507574389379, pvalue=0.3916244816236728)","RanksumsResult(statistic=0.72574220390530741, pvalue=0.467996823985946)","RanksumsResult(statistic=1.2232871168919357, pvalue=0.22122127137150305)","RanksumsResult(statistic=-1.1709139681565011, pvalue=0.2416333599367837)"
119,ygt,"RanksumsResult(statistic=1.331774353558193, pvalue=0.18293434787543073)","RanksumsResult(statistic=-0.28057043965411366, pvalue=0.77903989138034024)","RanksumsResult(statistic=0.32172077080338368, pvalue=0.74766424095028017)","RanksumsResult(statistic=1.1709139681565011, pvalue=0.2416333599367837)","RanksumsResult(statistic=1.5898991580399775, pvalue=0.11185753748748525)","RanksumsResult(statistic=-1.5375260093045429, pvalue=0.12416455084188065)"
120,salted caramel,"RanksumsResult(statistic=-0.31797983160799548, pvalue=0.75050023558826617)","RanksumsResult(statistic=-0.16834226379246819, pvalue=0.86631402656819045)","RanksumsResult(statistic=-0.2730885612633373, pvalue=0.78478513944574224)","RanksumsResult(statistic=-0.53495430494051011, pvalue=0.59268145543407269)","RanksumsResult(statistic=-0.12345099344781002, pvalue=0.90174997892099462)","RanksumsResult(statistic=0.17582414218324457, pvalue=0.86043210237665724)"
121,peanut butter cup,"RanksumsResult(statistic=-1.2906240224089229, pvalue=0.19683408191121088)","RanksumsResult(statistic=-1.3280334143628048, pvalue=0.18416706851267639)","RanksumsResult(statistic=-1.2868830832135347, pvalue=0.19813504245887148)","RanksumsResult(statistic=-1.2307689952827121, pvalue=0.218409274718667)","RanksumsResult(statistic=0.24690198689562004, pvalue=0.80498407860465282)","RanksumsResult(statistic=-0.19452883816018549, pvalue=0.84576181740533163)"
